artist,uri,followers,genres,popularity,billboard
Engelbert Humperdinck,spotify:artist:17XXKfRBMCWvLrqGoNkJXm,258962,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",62,1
The Showmen,spotify:artist:7alZ0ioOjWcJKWL7cUjRpH,627,['surf music'],16,1
The Bonzo Dog Band,spotify:artist:6Q7D1oEccgTc8MAYdMgtIx,13001,"['comic', 'zolo']",35,0
Frank Sinatra,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,3827149,"['adult standards', 'easy listening', 'lounge']",80,1
Petula Clark,spotify:artist:6nKqt1nbSBEq3iUXD1Xgz8,164157,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",55,1
James Brown,spotify:artist:7GaxyUddsPok8BuhxN6OUW,1485348,"['funk', 'motown', 'soul']",68,1
Tom Jones,spotify:artist:1T0wRBO0CK0vK8ouUMqEl5,435543,"['adult standards', 'british invasion', 'mellow gold']",66,1
Mel Carter,spotify:artist:2IADpbLQiJcwoNqzE78L4y,16,[],23,1
I Marc 4,spotify:artist:1AHAsPKCaYeTi1DQpmbn9w,960,"['italian library music', 'spytrack']",18,0
Jiří Malásek,spotify:artist:3u4J46wE0HX4B9hsGbPvQW,361,['library music'],17,0
Ultimate Spinach,spotify:artist:38ULknnQK6G4oLJtTtPkkM,32679,"['classic garage rock', 'experimental rock', 'folk rock', 'freakbeat', 'neo-psychedelic', 'psychedelic rock']",41,0
Leno e Lilian,spotify:artist:1p2qEovTEiK39UsyaO3f5B,9273,"['brega', 'jovem guarda']",30,0
J.J. Barnes,spotify:artist:2hIOIluaknpeTzdniBzj8A,3737,"['motown', 'northern soul']",25,1
Luiz Bonfá,spotify:artist:174ThXFgQg2VCq9r3m8ceb,31715,"['bossa nova', 'brazilian composition', 'brazilian jazz', 'jazz guitar', 'violao']",57,0
Leonard Bernstein,spotify:artist:2LmyJyCF5V1eQyvHgJNbTn,114341,"['american modern classical', 'classical', 'classical performance', 'orchestral performance']",65,0
Amalia Mendoza,spotify:artist:3zH5WktZU1xXqBZMsgV0IC,57538,"['bolero', 'mariachi', 'ranchera']",45,0
The Rascals,spotify:artist:5X3TuTi9OIsJXMGxPwTKM2,82753,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']",51,1
The Rip Chords,spotify:artist:0WnxcAN2X6IKcdaZpi5X1K,4571,['surf music'],24,1
Clint Eastwood,spotify:artist:5NfaORyb548xmt85LGHYFV,7088,['classic soundtrack'],38,0
The Moody Blues,spotify:artist:5BcZ22XONcRoLhTbZRuME1,651495,"['album rock', 'art rock', 'british invasion', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock']",63,1
The Byrds,spotify:artist:1PCZpxHJz7WAMF8EEq8bfc,573280,"['art rock', 'beatlesque', 'blues rock', 'brill building pop', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']",63,1
The Mamas & The Papas,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,840555,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",68,1
Adam Wade,spotify:artist:07MBSUcCQ5NM7siMZaVmqR,140,[],0,1
Wayne Newton,spotify:artist:5NX29TmuYrENlpvz6IgYMJ,26894,"['adult standards', 'easy listening', 'lounge']",46,1
Bobby Rydell,spotify:artist:4hJTgr1adnhIkhmD9jLzd6,47834,"['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",44,1
Peter And Gordon,spotify:artist:6lHC2EQMEMZiEmSfFloarn,16065,"['beatlesque', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",44,1
The Chantels,spotify:artist:08kLJJHCIH3KZGk4FZmWSK,34421,"['brill building pop', 'classic girl group', 'classic soul', 'doo-wop', 'rhythm and blues']",41,1
Chris Crosby,spotify:artist:27hhuLkfOOEUAagcTauyvc,30,[],5,1
Herb Alpert & The Tijuana Brass,spotify:artist:09L3cUdx0hq6qn5bKuJJ4I,78414,"['adult standards', 'easy listening', 'lounge']",56,1
The Drifters,spotify:artist:1FqqOl9itIUpXr4jZPIVoT,275731,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul']",63,1
Laurie Johnson,spotify:artist:5Oaesk5r1hSUYieWZgPgjk,898,"['library music', 'light music']",30,0
Sérgio Ricardo,spotify:artist:4R9za1HHBgmyVDxI0eyMkY,1873,"['bossa nova', 'bossa nova jazz', 'violao']",21,0
Ella Fitzgerald,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,1573048,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']",72,1
Francy Boland,spotify:artist:7C6sfpvSQJ9V0i4hDW9ciO,799,['big band'],26,0
John Coltrane Quartet,spotify:artist:67PZTxaHKMZBFRUh8wIzCy,126228,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone']",47,0
The Lettermen,spotify:artist:3lzlUccNrekC1oFPCjNIOX,64187,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'vocal harmony group']",46,1
Eddie Floyd,spotify:artist:6Bfy6QzadCXS92y0T8dDZF,30918,"['classic soul', 'memphis soul', 'motown', 'soul', 'southern soul']",51,1
Flatt & Scruggs,spotify:artist:1iNNWK8bYjc5EK0waLk1J1,31563,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']",44,1
Giuseppe Verdi,spotify:artist:1JOQXgYdQV2yfrhewqx96o,365571,"['classical', 'italian opera', 'late romantic era']",64,0
Solomon Burke,spotify:artist:4nts0oxMT67lVUoi5Kjxrb,149748,"['brill building pop', 'classic soul', 'funk', 'motown', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",58,1
Chico Buarque,spotify:artist:6tOsSffQQIXmK8TqsDck8t,710868,"['bossa nova', 'fado', 'mpb', 'samba']",65,0
The Shirelles,spotify:artist:0x83OBqixqdCHnStP5VMcn,161650,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",57,1
The Monkees,spotify:artist:320EPCSEezHt1rtbfwH6Ck,635978,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",67,1
Tammi Terrell,spotify:artist:75jNCko3SnEMI5gwGqrbb8,96857,['motown'],68,1
Willie Mitchell,spotify:artist:3EkURHRbSZWjatYLo36NMS,9403,"['classic soul', 'funk', 'instrumental soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul']",38,1
Sonny & Cher,spotify:artist:71lGEtP9qYXDsSXjfexTqO,210463,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']",57,1
Otis Redding,spotify:artist:60df5JBRRPcnSpsIMxxwQm,1518144,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",73,1
George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,503583,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']",68,0
Lesley Gore,spotify:artist:08b2PA6eFyugsWAk41eQKZ,83754,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'folk rock', 'rock-and-roll']",56,1
The Sherrys,spotify:artist:3Q79TT5hvYZMPqdvalkmCi,89,['classic girl group'],7,1
The Yardbirds,spotify:artist:2lxX1ivRYp26soIavdG9bX,546092,"['album rock', 'art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",55,1
The Kingston Trio,spotify:artist:3qtcbDvdIgQOXkPbtRvBaQ,54565,"['american folk revival', 'folk', 'folk rock', 'traditional folk']",44,1
Joe Dowell,spotify:artist:1b5taabb9eKSbyzVFVtEjh,162,[],12,1
The Dave Clark Five,spotify:artist:2HBbky0Z08ZcCKVsXWbNE4,81863,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'merseybeat', 'rock-and-roll']",43,1
Joe Tex,spotify:artist:3TOdSZh3SWSNeQaI4QIVS3,8,[],0,1
The Wildweeds,spotify:artist:5Ns1dtDu74romOJxfqjxgL,112,[],4,1
Johnny Nash,spotify:artist:0nAVvgfE9yI4DwvMiYwk8a,23846,"['bubblegum pop', 'motown']",58,1
Glen Campbell,spotify:artist:59hLmB5DrdihCYtNeFeW1U,228821,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock', 'traditional folk']",65,1
Buddy Knox,spotify:artist:0b5Tz3szM4KK8esFKV2Zsb,12283,"['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",36,1
Roger Williams,spotify:artist:55CCS64lPz88twUDVquU1u,20099,"['adult standards', 'ballroom', 'easy listening', 'lounge']",47,1
Louise Bogan,spotify:artist:25vnK18XXAav788qO25sNU,137,['poetry'],7,0
Johnnie Taylor,spotify:artist:4OGuNAnRFWZOgOA2d51taz,119516,"['funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",50,1
Brenda Holloway,spotify:artist:3nXMZsj1H0F7h9SDUeYNjg,24868,"['classic soul', 'motown', 'northern soul']",37,1
John Sebastian,spotify:artist:3FPF6tyBTP79pCCAJDcPft,22245,"['country rock', 'folk', 'folk rock', 'traditional folk', 'yacht rock']",38,1
Bill Black's Combo,spotify:artist:45iwrW9MTdauua4etsP41U,1828,[],25,1
Leipzig Radio Symphony Orchestra,spotify:artist:5vv6n5YBVxwtH431Nt23tQ,233,['radio symphony'],44,0
James & Bobby Purify,spotify:artist:1qO2mRQM4zbksO586oM0W7,13347,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",43,1
Xhol Caravan,spotify:artist:3wziUj1XdfV0TStNvnYP1s,2905,"['jazz rock', 'krautrock']",9,0
The Pixies Three,spotify:artist:4eBQ52kRba7jYsnntGD2Go,641,['classic girl group'],5,1
Angelo Francesco Lavagnino,spotify:artist:3HJ3b7itrWRQypXMwJA0gc,253,['vintage italian soundtrack'],11,0
Lee Hazlewood,spotify:artist:2aVHDjRHRM7dcFkGwahXLG,34096,"['baroque pop', 'country rock', 'experimental', 'folk rock', 'oklahoma country', 'psychedelic rock', 'singer-songwriter', 'traditional folk']",55,0
Tommy Roe,spotify:artist:7t4XHvWfj0XtEB8SNFeALw,40828,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']",43,1
Etta Jones,spotify:artist:3CEdEF8RsuL3hAFJaujvr0,95690,"['adult standards', 'vocal jazz']",42,1
Bruce Channel,spotify:artist:5Do19ow5oRPYYU46jqdkwh,4544,['rock-and-roll'],49,1
Marty Robbins,spotify:artist:0Xi59sEw38vRvwleSAVqoo,234713,"['cowboy western', 'nashville sound']",63,1
Lloyd Price,spotify:artist:3iOE5ItEv5xr9fmKi7GNh2,43588,"['adult standards', 'brill building pop', 'doo-wop', 'louisiana blues', 'memphis blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",45,1
The Delfonics,spotify:artist:6YPRXu1dazGYcSZv4HJEH4,278355,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",54,1
Dee Clark,spotify:artist:6PyZY3e7wgYgRdegqvqhSo,6439,"['brill building pop', 'chicago soul', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",34,1
Albert Ayler,spotify:artist:2wn2nqzITvJ1vcMRO8Wzv6,18768,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz saxophone']",30,0
Gianni Ferrio,spotify:artist:2Ia7HKF0YVV0IGkgeQWeDX,2336,"['classic soundtrack', 'vintage italian soundtrack']",27,0
Gábor Szabó,spotify:artist:38CPjAAqYV8lTYi6clzbjG,37936,['spiritual jazz'],48,0
Silver Apples,spotify:artist:6dP7OHshDvGHaNNSwunol4,29472,"['art rock', 'experimental', 'experimental rock', 'industrial', 'no wave', 'post-punk', 'psychedelic rock', 'zolo']",38,0
Jimmy Reed,spotify:artist:41ZMMuFFLPTVPkUsSI5KlV,88422,"['blues', 'chicago blues', 'electric blues', 'harmonica blues', 'rock-and-roll', 'traditional blues']",42,1
Jefferson Airplane,spotify:artist:2qFr8w5sWUITRlzZ9kZotF,940275,"['acid rock', 'art rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']",64,1
Aaron Copland,spotify:artist:0nJvyjVTb8sAULPYyA1bqU,60999,"['american modern classical', 'classical', 'early modern classical']",54,0
Dorsey Burnette,spotify:artist:4IKhazN1C82QWCD2Oqwf3v,857,['traditional rockabilly'],14,1
Autry Inman,spotify:artist:4bZ35anzwQN5e7jBYkB6iO,233,[],6,1
Paul Anka,spotify:artist:7ceUfdWq2t5nbatS6ollHh,341238,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']",67,1
The Three Degrees,spotify:artist:2zpFG5cvw00QmrYTUsjApa,94089,"['classic girl group', 'disco', 'motown', 'philly soul', 'quiet storm']",50,1
Dionne Warwick,spotify:artist:2JSjCHK79gdaiPWdKiNUNp,472573,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",66,1
La Lupe,spotify:artist:5YR49Hzg7h990JxfXuxm3a,26357,"['latin jazz', 'mambo', 'salsa']",42,0
The Hangmen,spotify:artist:5byUktyY1lz9hBi1sDbZ5B,1355,"['action rock', 'alternative roots rock', 'psychobilly']",18,0
The Dolphins,spotify:artist:0qTIfDL2vBOOVyyAqwXxWJ,6,[],1,1
Denise Levertov,spotify:artist:5yUrUskaQYEk214yz7l6WL,58,['poetry'],1,0
Roberto Carlos,spotify:artist:7fAKtXSdNInWAIf0jVUz65,1881161,"['jovem guarda', 'mpb']",71,0
Manfred Mann,spotify:artist:2utNxkLhreF1oIfO8kQT3q,222964,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']",59,1
Chicho Sánchez Ferlosio,spotify:artist:0YUW9pg30G9BFbrmoW18gc,3449,['cantautor'],27,0
Four Tops,spotify:artist:7fIvjotigTGWqjIz6EP1i4,620656,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'folk rock', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']",67,1
Elvin Jones,spotify:artist:4dUMhhUjQ2YcNTvab29hYF,25637,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz drums', 'jazz funk', 'soul jazz']",38,0
Country Joe & The Fish,spotify:artist:0a63dfrxBQKqh160P8iUNL,88953,"['acid rock', 'blues rock', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'freakbeat', 'psychedelic rock']",39,1
Ed Ames,spotify:artist:1iBpJEBrSFXCtPOc5OUZiY,6139,"['adult standards', 'easy listening']",32,1
The Astors,spotify:artist:11c6d21TC7e9MENwkEGykn,4257,"['memphis soul', 'southern soul']",20,1
Os Mutantes,spotify:artist:5C0gCCG8N5Dh5dZytIgzLX,185358,"['bossa nova', 'brazilian indie', 'brazilian psychedelic', 'brazilian rock', 'mpb', 'psychedelic rock', 'rock gaucho']",52,0
Freddie Hubbard,spotify:artist:0fTHKjepK5HWOrb2rkS5Em,107451,"['avant-garde jazz', 'bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul jazz', 'vocal jazz']",51,0
Orlando Silva,spotify:artist:46AzVWfokm2ERmQCQlY0kh,25908,"['choro', 'samba', 'velha guarda']",30,0
Burl Ives,spotify:artist:0MHgLfmQdutffmvWe5XBTN,41908,"['adult standards', 'american folk revival', 'lounge']",46,1
Helen Shapiro,spotify:artist:05kB8yh0Bbxj73qH63Ob3C,39878,"['adult standards', 'brill building pop', 'bubblegum pop', 'merseybeat', 'rock-and-roll']",45,1
The Buckinghams,spotify:artist:4zmxet3ZPdSmL3Xyv1Wegb,42760,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",38,1
The Angels,spotify:artist:75m291f90fvEjwxXhhO2s1,521,[],35,1
Elvis Presley,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,4182690,"['adult standards', 'rock-and-roll', 'rockabilly']",80,1
Arthur Conley,spotify:artist:10TSIJnyUcowWhpjj59gHB,23080,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",49,1
Eric Burdon & The Animals,spotify:artist:70tMW5bZT3TJUa1CWtfVkq,159702,"['british invasion', 'classic rock', 'folk rock', 'psychedelic rock']",42,1
Garoto,spotify:artist:2D0vl4mtBkZ2QrXHPwKltI,44539,"['bandinhas', 'musica nativista', 'sertanejo', 'sertanejo tradicional', 'sertanejo universitario']",49,0
Ann-Margret,spotify:artist:69LGCmz5gH56OxMRVmyMte,3512,['vintage hollywood'],34,1
Taj Mahal,spotify:artist:1aTDTChWWyiJH3SEnYrdVp,114275,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk rock', 'funk', 'harmonica blues', 'jam band', 'jazz blues', 'modern blues', 'roots rock', 'soul', 'traditional blues']",58,0
Trio Melodia,spotify:artist:02JoizWNdq1rulzCKkYudt,2359,['jovem guarda'],7,0
Mark Valentino,spotify:artist:16RsYB2c42P0CON3DAotar,5,[],0,1
Betty Harris,spotify:artist:5uwRBFpU9SQ9s2Us0nlXkk,6238,"['soul', 'southern soul']",34,1
Lou Rawls,spotify:artist:1zJBFCev9UwOMcrZsLi2od,92443,"['adult standards', 'classic soul', 'disco', 'lounge', 'motown', 'philly soul', 'quiet storm', 'soul', 'soul blues', 'vocal jazz']",52,1
Sly & The Family Stone,spotify:artist:5m8H6zSadhu1j9Yi04VLqD,551142,"['classic rock', 'classic soul', 'disco', 'folk rock', 'funk', 'funk rock', 'mellow gold', 'motown', 'rock', 'roots rock', 'soul', 'southern soul']",64,1
Eddie Hodges,spotify:artist:3JJYPOCM13Id9iZHtkwkI5,1362,[],32,1
The Paris Sisters,spotify:artist:0SDMI2Gkjubw3ol5p5fKtX,3846,"['brill building pop', 'classic girl group']",31,1
Giampiero Boneschi,spotify:artist:3WH9kmAv9x3GN7NiiWO7Lz,319,['spytrack'],6,0
The Friends Of Distinction,spotify:artist:2KK4fR5VwOjGzJxjbGxMIu,23560,"['classic soul', 'motown']",41,1
The Animals,spotify:artist:3ICflSq6ZgYAIrm2CTkfVP,1417649,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']",68,1
Cher,spotify:artist:72OaDtakiy6yFqkt4TsiFt,1555821,"['dance pop', 'hollywood', 'new wave pop', 'pop']",73,1
Jan & Dean,spotify:artist:0pqGj6vO9YHsXuZmaJaP2Y,52334,"['brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly', 'sunshine pop', 'surf music']",48,1
Brian Hyland,spotify:artist:6YROFUbu5zRCHi2xkir5pk,28792,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",50,1
The Mojo Men,spotify:artist:6ihpa5zgHEYPbYr27mSAuj,652,[],28,1
Ruby And The Romantics,spotify:artist:7y0ngZzIllkP8ZOqgTKQFc,1506,['rhythm and blues'],30,1
Bert Jansch,spotify:artist:1FqG6mhiJbhbMg43ohCT6D,46261,"['british folk', 'country rock', 'folk', 'folk rock', 'traditional folk']",45,0
Charlie Drake,spotify:artist:4wI66rq9yElydiZgNL8lHA,1817,"['british comedy', 'music hall']",20,1
Jack Jones,spotify:artist:6eVCRmRG2HcfL4yx77A9WK,44056,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",44,1
Brenton Wood,spotify:artist:6ohvzFHYmLd05kyYhLui5K,98595,"['classic soul', 'motown', 'soul']",59,1
Sandy Nelson,spotify:artist:5gI33iEWzSZqDZeVOwfJVi,7233,"['rock-and-roll', 'space age pop', 'surf music']",35,1
Bunny Sigler,spotify:artist:4wyNEslyuNURfltXmivNeg,1624,"['classic soul', 'northern soul', 'philly soul']",27,1
Chuck Jackson,spotify:artist:64wglyu5BoOzwMXYjtAbfS,9840,"['beach music', 'classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",34,1
The Jamies,spotify:artist:0EjxjGTl3ZDWJmLmE7z1Hq,2,[],0,1
Benedetto Ghiglia,spotify:artist:33uuaCmTfbnPCwBTSFZBwP,275,['vintage italian soundtrack'],8,0
The Chiffons,spotify:artist:05sIdEkXAYDbDDdv3T56Oj,61806,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'folk rock', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll']",52,1
Andy Williams,spotify:artist:4sj6D0zlMOl25nprDJBiU9,277090,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold']",62,1
National Philharmonic Orchestra,spotify:artist:2Ek1WGW7WeyDoxsZiu0AAd,6386,['orchestra'],61,0
Allan Sherman,spotify:artist:1enLi8njBlk1YlDg44MtJm,5044,['comic'],32,1
Vito & The Salutations,spotify:artist:2ns6b8NPH6XSBfM5YOkHi7,255,['doo-wop'],7,1
Lou Christie,spotify:artist:5bLcI9Jo6RyrrHzG9veVyn,20527,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']",37,1
The Capitols,spotify:artist:2AYmrUFn1ATSfFSx3B4tvb,3951,['motown'],35,1
James Gilreath,spotify:artist:4bIyrIaZF9xTRNmaTTndPu,27,[],6,1
Bob Dylan,spotify:artist:74ASZWbe4lXaubB36ztrGX,4151582,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",78,1
Giovanni Fusco,spotify:artist:1F5SQQuwQRm2k2V43hiWXe,455,['vintage italian soundtrack'],18,0
Alan Hawkshaw,spotify:artist:4xJbCqwNfYlbl8v026L24T,5093,"['exotica', 'library music', 'lounge', 'moog', 'spytrack']",35,0
Martha Reeves & The Vandellas,spotify:artist:1Pe5hlKMCTULjosqZ6KanP,252396,"['adult standards', 'brill building pop', 'classic girl group', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",62,1
Chris Montez,spotify:artist:0QRgfCLzSR9GyCjXboWQTA,18324,"['adult standards', 'brill building pop', 'bubblegum pop', 'merseybeat', 'rock-and-roll']",46,1
Amon Düül,spotify:artist:1TUNPwZWJyhaNZpLZzhOUj,36049,"['art rock', 'canterbury scene', 'experimental', 'experimental rock', 'krautrock', 'progressive rock', 'psychedelic rock', 'space rock', 'symphonic rock']",35,0
Del Shannon,spotify:artist:3c8WoNjBfyLJhFObE6RHgs,146919,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",52,1
Georges Delerue,spotify:artist:5C2ILE4DWY1vzn1NPxJOag,10581,"['classic soundtrack', 'french soundtrack', 'soundtrack']",42,0
