COMPETENCIA;CODIGO_OPERADORA;RAZAO_SOCIAL;SITUACAO_OPERADORA;VALOR_PAGO_ACUMULADO;VALOR_PARCELADO_ACUMULADO;VALOR_COBRADO_ACUMULADO;INDICE_ADIMPLENCIA
"2020/02";"370592";"Funasa-Saúde - Caixa De Assistencia Dos Empregados Da Saelpa";"Ativa";1028978,26;0,00;1088610,30;"94.52%"
"2020/02";"410292";"Fundacao Leonor De Barros Camargo";"Ativa";588464,80;0,00;1958738,15;"30.04%"
"2020/02";"307751";"Fundaçao Compesa De Previdencia E Assistencia - Compesaprev";"Ativa";2270296,31;0,00;2270296,31;"100.00%"
"2020/02";"315567";"Fundação Affemg De Assistência E Saúde - Fundaffemg";"Ativa";616350,16;19249,07;813060,77;"78.17%"
"2020/02";"329665";"Fundação Assistencial Dos Empregados Da Cesan";"Ativa";231179,17;2798,65;309431,80;"75.62%"
"2020/02";"346926";"Fundação Assistencial Dos Servidores Do Ministério Da Fazenda";"Ativa";4437552,85;0,00;4437552,85;"100.00%"
"2020/02";"315044";"Fundação Celesc De Seguridade Social - Celos";"Ativa";4379241,62;7638,80;4386880,42;"100.00%"
"2020/02";"315478";"Fundação Cesp";"Ativa";12749766,85;0,00;13078364,60;"97.49%"
"2020/02";"317233";"Fundação Chesf De Assistência E Seguridade Social";"Ativa";4797880,16;0,00;4859485,94;"98.73%"
"2020/02";"355151";"Fundação Copel De Previdência E Assistência Social";"Ativa";4479173,25;0,00;4479849,45;"99.98%"
"2020/02";"339636";"Fundação De Assistência E Previdência Social Do Bndes";"Ativa";584637,45;0,00;584637,45;"100.00%"
"2020/02";"420701";"Fundação De Assistência À Saúde Da Associação Do Ministério Público Do Rio Grande Do Sul";"Ativa";571,88;0,00;571,88;"100.00%"
"2020/02";"309362";"Fundação De Previdência Dos Empregados Da Ceb";"Ativa";1254008,27;0,00;1254008,27;"100.00%"
"2020/02";"311359";"Fundação De Saúde Itaiguapy";"Ativa";237753,32;0,00;383870,83;"61.94%"
"2020/02";"330809";"Fundação De Seguridade Social Da Arcelormittal Brasil - Funssest";"Ativa";369668,40;0,00;369668,40;"100.00%"
"2020/02";"313904";"Fundação Eletrobrás De Seguridade Social - Eletros";"Ativa";931114,56;0,00;931763,56;"99.93%"
"2020/02";"418285";"Fundação Fiat Saúde E Bem Estar";"Ativa";2932920,21;0,00;2932920,21;"100.00%"
"2020/02";"323942";"Fundação Filantrópica E Beneficente De Saúde Arnaldo Gavazza Filho";"Ativa";730620,75;350576,38;1169102,93;"92.48%"
"2020/02";"378216";"Fundação Libertas De Seguridade Social";"Ativa";1701955,40;0,00;1913285,18;"88.95%"
"2020/02";"418501";"Fundação Plamhuv - Plano Médico Hospitalar Dos Hospitais Unidos De Viçosa";"Ativa";502681,02;147810,49;655701,70;"99.21%"
"2020/02";"336165";"Fundação Sabesp De Seguridade Social - Sabesprev";"Ativa";8497581,69;0,00;8497581,69;"100.00%"
"2020/02";"338648";"Fundação Sanepar De Assistência Social";"Ativa";2649979,15;0,00;2659812,66;"99.63%"
"2020/02";"312126";"Fundação Saúde Itaú";"Ativa";10351690,82;0,00;10351690,82;"100.00%"
"2020/02";"339954";"Fundação São Francisco Xavier";"Ativa";7089465,18;2247763,25;11598014,41;"80.51%"
"2020/02";"418129";"Fundo De Assistência Médico-Hospitalar Do Ministério Público";"Ativa";8589,69;0,00;8589,69;"100.00%"
"2020/02";"414689";"Fundo De Assistência À Saúde Dos Funcionários Do Bec";"Ativa";204031,70;0,00;204031,70;"100.00%"
"2020/02";"409286";"G & M Assessoria Medica Empresarial Ltda - Epp";"Ativa";27137,15;36916,60;97545,14;"65.67%"
"2020/02";"407011";"Gama Saude Ltda.";"Ativa";1721942,38;0,00;1721942,38;"100.00%"
"2020/02";"347591";"Gamec - Grupo De Assistência Medica Empresarial Do Ceará Eireli";"Ativa";2885,57;1515064,90;3222893,42;"47.10%"
"2020/02";"343064";"Garantia De Saúde Ltda";"Ativa";1371374,69;3047980,90;5154228,42;"85.74%"
"2020/02";"323080";"Geap Autogestão Em Saúde";"Ativa";77280028,14;97807430,87;188903636,80;"92.69%"
"2020/02";"416819";"Gkn Do Brasil Ltda";"Ativa";445662,54;0,00;445662,54;"100.00%"
"2020/02";"305995";"Good Life Saude Ltda";"Ativa";24026,07;4335282,62;5723101,40;"76.17%"
"2020/02";"420204";"Green Life Plus Planos Médicos Ltda - Epp";"Ativa";0,00;0,00;417524,78;"0.00%"
"2020/02";"325074";"Green Line Sistema De Saúde S.A";"Ativa";4090282,71;50388777,15;134288609,59;"40.57%"
"2020/02";"309222";"Grupo Hospitalar Do Rio De Janeiro Ltda";"Ativa";2061938,21;42639005,71;56716510,45;"78.81%"
"2020/02";"413160";"Gs Plano Global De Saúde Ltda";"Ativa";396277,40;425573,32;1248682,69;"65.82%"
"2020/02";"350249";"H.B. Saúde S/A.";"Ativa";3409841,39;115721,49;6351824,95;"55.50%"
"2020/02";"419834";"Halsa Operadora De Medicina De Grupo Ltda";"Ativa";0,00;47934,52;197690,05;"24.25%"
"2020/02";"368253";"Hapvida Assistencia Medica Ltda";"Ativa";0,00;0,00;204375320,21;"0.00%"
"2020/02";"414352";"Hbc Saúde Ltda.";"Ativa";106191,03;2737180,65;3139349,63;"90.57%"
"2020/02";"416398";"Hospitais E Clínicas Do Piauí S/S Ltda";"Ativa";724813,94;0,00;1032393,72;"70.21%"
"2020/02";"419362";"Hospital Bom Samaritano S/S Ltda";"Ativa";26366,39;0,00;47461,78;"55.55%"
"2020/02";"314706";"Hospital César Leite";"Ativa";412255,15;207491,77;648295,99;"95.60%"
"2020/02";"400319";"Hospital De Cataguases";"Ativa";153924,33;0,00;230116,15;"66.89%"
"2020/02";"341941";"Hospital De Prontoclinica Ltda.";"Ativa";1891812,27;919607,84;2834379,38;"99.19%"
"2020/02";"392391";"Hospital Marechal Cândido Rondon Ltda";"Ativa";131532,46;192781,53;427210,95;"75.91%"
"2020/02";"363189";"Hospital S.P. Ltda.";"Ativa";1304773,61;438376,14;1781253,21;"97.86%"
"2020/02";"357511";"Humana Assistencia Medica Ltda";"Ativa";4312787,16;0,00;4348547,94;"99.18%"
"2020/02";"420751";"Ideal Saúde Assistência Médica Ambulatorial Ltda";"Ativa";20748,00;12086,08;52132,38;"62.98%"
"2020/02";"329282";"Industrias Nucleares Do Brasil S/A - Inb";"Ativa";350079,95;0,00;350079,95;"100.00%"
"2020/02";"419427";"Instituição Beneficente Cel Massot - Ibcm";"Ativa";944343,28;0,00;1064423,66;"88.72%"
"2020/02";"419010";"Instituto Curitiba De Saúde";"Ativa";1470582,88;0,00;2370909,34;"62.03%"
"2020/02";"420841";"Interclínicas Do Brasil Assistencia Médica Ltda";"Ativa";5559,51;0,00;5559,51;"100.00%"
"2020/02";"312282";"Intermedici Piracicaba Assistencia Medica Ltda";"Ativa";220560,48;153061,05;607517,19;"61.50%"
"2020/02";"319422";"Irmandade Da Santa Casa De Misericordia De Limeira";"Ativa";1657507,62;608773,38;2266281,00;"100.00%"
"2020/02";"308005";"Irmandade Da Santa Casa De Misericórdia De Mococa";"Ativa";387059,33;75090,53;462149,86;"100.00%"
"2020/02";"333875";"Irmandade Da Santa Casa De Misericórdia De Passos";"Ativa";270932,74;157287,47;614303,53;"69.71%"
"2020/02";"354562";"Irmandade Da Santa Casa De Misericórdia De Piracicaba";"Ativa";1996426,60;0,00;2122625,89;"94.05%"
"2020/02";"347655";"Irmandade Da Santa Casa De Misericórdia De Rio Claro";"Ativa";1600077,67;478427,02;2078504,69;"100.00%"
"2020/02";"321320";"Irmandade Da Santa Casa De Misericórdia E Maternidade Dona Zilda Salvagni";"Ativa";465967,66;24236,27;533344,12;"91.91%"
"2020/02";"329355";"Irmandade De Misericordia De Porto Ferreira";"Ativa";171901,31;69746,49;447251,00;"54.03%"
"2020/02";"333808";"Irmandade De Misericórdia Do Hospital Da Santa Casa De Monte Alto";"Ativa";189900,81;157466,98;390362,20;"88.99%"
"2020/02";"345741";"Irmandade Santa Casa De Misericórdia De Itapeva";"Ativa";159050,04;0,00;205621,99;"77.35%"
"2020/02";"336831";"Irmandade Santa Casa De Misericórdia De Maringá";"Ativa";435116,52;2074160,91;2774430,35;"90.44%"
"2020/02";"366234";"Itaipu Binacional";"Ativa";408780,89;0,00;459836,94;"88.90%"
"2020/02";"000884";"Itauseg Saúde S.A.";"Ativa";1467712,83;0,00;1467712,83;"100.00%"
"2020/02";"414450";"Jardim América Saúde Ltda.";"Ativa";5331540,89;2463622,23;8372236,45;"93.11%"
"2020/02";"364592";"Leader Assistência Médica E Hospitalar Ltda.";"Ativa";4142,99;120814,52;156642,51;"79.77%"
"2020/02";"414492";"Life Empresarial Saúde Ltda.";"Ativa";2568605,66;0,00;2943377,43;"87.27%"
"2020/02";"309699";"Lifeday Planos De Saúde Ltda.";"Ativa";15453,18;9562,41;70700,71;"35.38%"
"2020/02";"379280";"Liv Linhas Inteligentes De Atenção À Vida S/A";"Ativa";187187,12;250598,34;437785,46;"100.00%"
"2020/02";"412490";"Líder Comércio E Indústria Ltda.";"Ativa";29321,81;237790,14;370605,54;"72.07%"
"2020/02";"418951";"Mapfre Saúde Ltda";"Ativa";174833,72;0,00;204079,80;"85.67%"
"2020/02";"416495";"Matão Clinicas & Amhma Saúde Ltda";"Ativa";217628,63;0,00;257076,07;"84.66%"
"2020/02";"328537";"Med-Tour Administradora De Benefícios E Empreendimentos Ltda.";"Ativa";0,00;1639446,48;4050911,35;"40.47%"
"2020/02";"419753";"Medgold Assistencia Medica Ltda - Me";"Ativa";835,91;10519,12;11355,03;"100.00%"
"2020/02";"360767";"Medical Medicina Cooperativa Assistencial De Limeira";"Ativa";1950531,97;755547,45;3626434,93;"74.62%"
"2020/02";"368849";"Mediplan Assistencial Ltda";"Ativa";1703671,28;2676739,02;4597178,43;"95.28%"
"2020/02";"348520";"Medisanitas Brasil Assistência Integral À Saúde S/A.";"Ativa";13567552,97;22131280,73;36788689,29;"97.04%"
"2020/02";"333689";"Mediservice Operadora De Planos De Saúde S.A.";"Ativa";18963925,91;0,00;18965210,82;"99.99%"
"2020/02";"337510";"Medplan Assistência Medica Ltda.";"Ativa";619280,35;1125800,79;2467042,10;"70.74%"
"2020/02";"373010";"Memorial Saude Ltda";"Ativa";597961,73;16288376,70;18778670,36;"89.92%"
"2020/02";"380661";"Metrus Instituto De Seguridade Social";"Ativa";1299160,30;7333,92;2229111,97;"58.61%"
"2020/02";"412015";"Mh Vida - Operadora De Planos De Saúde - Eireli";"Ativa";0,00;582939,21;691617,87;"84.29%"
"2020/02";"416703";"Mineração Caraíba S/A";"Ativa";33632,47;0,00;160723,97;"20.93%"
"2020/02";"402851";"Multi Saúde Assistência Médica E Hospitalar Ltda";"Ativa";20929,35;1373857,32;3135508,42;"44.48%"
"2020/02";"354554";"Multiclinica Servicos De Saude Ltda";"Ativa";17284,13;874848,26;1433158,14;"62.25%"
"2020/02";"418650";"Mútua Dos Magistrados Do Estado Do Rio De Janeiro";"Ativa";252152,99;0,00;252152,99;"100.00%"
"2020/02";"305928";"Nosamed Assistência Médica Ltda.";"Ativa";264713,33;0,00;264713,33;"100.00%"
"2020/02";"372609";"Nossa Saúde - Operadora Planos Privados De Assistência  À Saúde Ltda.";"Ativa";149749,73;5298442,05;8608591,78;"63.29%"
"2020/02";"359017";"Notre Dame Intermédica Saúde S.A.";"Ativa";749,27;0,00;226791579,95;"0.00%"
"2020/02";"352888";"Nuclebrás Equipamentos Pesados S/A - Nuclep";"Ativa";60358,89;0,00;185266,27;"32.58%"
"2020/02";"416738";"Oeste Saúde Assistência A Saúde Suplementar S/S Ltda";"Ativa";78647,73;0,00;826659,40;"9.51%"
"2020/02";"359661";"Omint Serviços De Saúde Ltda.";"Ativa";1080274,15;0,00;1092018,46;"98.92%"
"2020/02";"350729";"Operadora De Planos Privados De Assistencia A Saude Consaude S/S Ltda";"Ativa";935617,04;11787,46;961370,65;"98.55%"
"2020/02";"419699";"Operadora De Planos Privados De Saúde - Santa Casa Saúde Ltda";"Ativa";108,76;0,00;108,76;"100.00%"
"2020/02";"318477";"Operadora Unicentral De Planos De Saúde Ltda.";"Ativa";221152,34;321580,63;648762,45;"83.66%"
"2020/02";"354511";"Operadora Unieste De Planos De Saúde Ltda";"Ativa";629950,55;14049,18;811306,60;"79.38%"
"2020/02";"418226";"Oplan Saúde Operadora De Plano De Saúde Ltda";"Ativa";126495,11;0,00;126495,11;"100.00%"
"2020/02";"402478";"Oralclass Assistencia Médica E Odontologica Ltda.";"Ativa";7929,02;1394055,61;1934918,39;"72.46%"
"2020/02";"342408";"Pame - Associação De Assistência Plena Em Saúde";"Ativa";1299867,04;0,00;1299867,04;"100.00%"
"2020/02";"315265";"Parana Assistencia Medica Ltda";"Ativa";9365,41;2424876,44;2725949,80;"89.30%"
"2020/02";"350141";"Paraná Clínicas - Planos De Saúde S/A";"Ativa";6446946,55;1425587,55;15798179,95;"49.83%"
"2020/02";"331988";"Pasa - Plano De Assistencia A Saude Do Aposentado Da Vale";"Ativa";8195590,44;0,00;8255661,53;"99.27%"
"2020/02";"354571";"Petrobras Distribuidora S.A.";"Ativa";1199171,94;0,00;1199171,94;"100.00%"
"2020/02";"366871";"Petróleo Brasileiro S.A.-Petrobras";"Ativa";22801346,13;68752,30;22870098,43;"100.00%"
"2020/02";"419486";"Pladisa Planos De Saúde Ltda";"Ativa";69639,36;0,00;105438,98;"66.05%"
"2020/02";"343463";"Plamed Plano De Assistencia Medica Ltda";"Ativa";222315,94;5062725,32;5670981,27;"93.19%"
"2020/02";"413551";"Plamedh - Plano De Assistência Médico-Hospitalar Ltda";"Ativa";264500,76;0,00;354488,38;"74.61%"
"2020/02";"324299";"Plamer Plano Medico Resende Ltda";"Ativa";24490,60;510735,18;848343,84;"63.09%"
"2020/02";"373141";"Plamheg Plano De Assistência Medica E Hospitalar Do Estado De Goias S/S Ltda";"Ativa";6632,38;2777195,37;3274209,85;"85.02%"
"2020/02";"363391";"Plano Assistencial São Lucas Ltda";"Ativa";47371,05;0,00;177963,50;"26.62%"
"2020/02";"382281";"Plano De Assistência Médica Mineira Ltda";"Ativa";14663,19;144120,01;241664,83;"65.70%"
"2020/02";"411582";"Plano De Saude Ases Ltda.";"Ativa";2013946,04;0,00;2533502,97;"79.49%"
"2020/02";"344010";"Plano De Saude Unifenas";"Ativa";425353,92;20174,79;481254,91;"92.58%"
"2020/02";"360244";"Plano De Saúde Ana Costa Ltda.";"Ativa";4552915,47;904265,12;9020950,34;"60.49%"
"2020/02";"420166";"Plano De Saúde Da Santa Casa De Bragança Paulista";"Ativa";5512,56;234375,93;311318,56;"77.06%"
"2020/02";"411256";"Plano Hospital Samaritano Ltda";"Ativa";1845,00;1754677,07;7365594,30;"23.85%"
"2020/02";"358053";"Plano Saúde São Francisco Ltda.";"Ativa";131775,99;512891,87;710665,05;"90.71%"
"2020/02";"306444";"Plasac Plano De Saúde Ltda";"Ativa";615329,78;0,00;2476121,33;"24.85%"
"2020/02";"348830";"Plena Saúde Ltda";"Ativa";111923,10;6862488,76;10089027,35;"69.13%"
"2020/02";"351270";"Poli Saude Operadora De Plano De Saude Ltda";"Ativa";742393,31;0,00;784082,93;"94.68%"
"2020/02";"415693";"Policlin Saúde S/A.";"Ativa";3572285,01;310932,73;3982483,60;"97.51%"
"2020/02";"412228";"Policon Assistencia Médica Ltda - Epp";"Ativa";9147,50;214278,23;249774,18;"89.45%"
"2020/02";"316903";"Polimédica Saúde Sociedade Simples Ltda";"Ativa";0,00;0,00;104136,43;"0.00%"
"2020/02";"332291";"Polymed - Polyclínica Médica E Operadora De Planos De Saúde S/S Ltda";"Ativa";234906,84;0,00;335940,17;"69.93%"
"2020/02";"346870";"Porto Alegre Clínicas Ltda.";"Ativa";234350,12;1299287,39;2879875,87;"53.25%"
"2020/02";"415081";"Porto Dias Saude Ltda.";"Ativa";0,00;0,00;1024,75;"0.00%"
"2020/02";"000582";"Porto Seguro - Seguro Saúde S/A";"Ativa";37056217,05;1392565,50;38763496,95;"99.19%"
"2020/02";"417491";"Portomed - Porto Seguro Serviços De Saude Ltda";"Ativa";3045566,64;0,00;3045566,64;"100.00%"
"2020/02";"419133";"Postal Saúde Caixa De Assistência E Saúde Dos Empregados Dos Correios";"Ativa";3240076,77;31623916,40;39210299,76;"88.92%"
"2020/02";"417823";"Premium Saúde Eireli - Me";"Ativa";6886,01;983122,42;1416030,16;"69.91%"
"2020/02";"413267";"Prevent Senior Corporate Operadora De Saúde Ltda.";"Ativa";43041,27;24621,57;79875,34;"84.71%"
"2020/02";"302147";"Prevent Senior Private Operadora De Saúde Ltda";"Ativa";8115969,11;115318289,06;132685025,14;"93.03%"
"2020/02";"369373";"Pro Salute Serviços Para A Saúde Ltda.";"Ativa";23868,41;3940058,03;8104704,01;"48.91%"
"2020/02";"310522";"Proasa - Programa Adventista De  Saúde";"Ativa";1349623,94;0,00;1372851,10;"98.31%"
"2020/02";"348805";"Promed Assistencia Medica Ltda";"Ativa";3106,50;6812535,54;26839555,36;"25.39%"
"2020/02";"410632";"Promed Assistência Médica Ltda";"Ativa";4418959,58;0,00;4559064,37;"96.93%"
"2020/02";"346471";"Promed Brasil Assistência Médica Ltda.";"Ativa";10016,03;4407310,38;5073003,03;"87.08%"
"2020/02";"326861";"Promédica - Proteção Medica A Empresas S.A.";"Ativa";391757,42;9783086,89;10758721,75;"94.57%"
"2020/02";"417475";"Pronto Socorro Conde De Moreira Lima";"Ativa";379,55;0,00;379,55;"100.00%"
"2020/02";"305626";"Prontoclinica E Hospitais Sao Lucas S/A";"Ativa";343488,31;1678357,93;2612934,30;"77.38%"
"2020/02";"302490";"Prontomed Novo Hamburgo Ltda.";"Ativa";55948,58;0,00;649194,73;"8.62%"
"2020/02";"301728";"Prontomed Planos De Saúde Ltda";"Ativa";4393088,66;743844,67;5548408,77;"92.58%"
"2020/02";"418170";"Quallity Pró Saúde Plano De Assistência Médica Eireli";"Ativa";595773,27;298859,23;3188164,87;"28.06%"
"2020/02";"420271";"R.M.I. Operadora De Saúde Integrada Ltda";"Ativa";1496,36;0,00;1496,36;"100.00%"
"2020/02";"418862";"Rbs Participações S/A";"Ativa";113760,25;0,00;113760,25;"100.00%"
"2020/02";"331317";"Real Grandeza - Fundação De Previdência E Assistência Social";"Ativa";2720988,27;0,00;2988380,66;"91.05%"
"2020/02";"414131";"Rn Metropolitan Ltda";"Ativa";136787,89;9614017,13;10532381,06;"92.58%"
"2020/02";"416983";"Roraima Energia S/A";"Ativa";105138,35;0,00;105138,35;"100.00%"
"2020/02";"324493";"S.P.A Saude- Sistema De Promoção Assistencial";"Ativa";1115610,87;0,00;3267698,14;"34.14%"
"2020/02";"000027";"Salutar Saúde Seguradora S.A.";"Ativa";54913,46;1064621,53;5617460,80;"19.93%"
"2020/02";"415901";"Same-Serviço De Assistência Médica Empresarial Ltda.";"Ativa";64305,06;77699,53;170564,22;"83.26%"
"2020/02";"335614";"Samedil Serviços De Atendimento Médico S/A";"Ativa";3107680,07;2034337,32;5142017,39;"100.00%"
"2020/02";"367095";"Samel Plano De Saúde Ltda";"Ativa";1800195,91;0,00;3615544,05;"49.79%"
"2020/02";"340162";"Samig - Serv. De Assistencia Medica Da Ilha Do Governador Ltda";"Ativa";422,78;1074559,60;1209647,56;"88.87%"
"2020/02";"343676";"Samoc S.A. - Sociedade Assistencial Médica E Odonto Cirúrgica";"Ativa";91518,42;5245462,86;7131349,79;"74.84%"
"2020/02";"342033";"Samp Espírito Santo Assistência Médica Ltda.";"Ativa";9294251,11;12194792,08;22239622,22;"96.63%"
"2020/02";"408522";"Santa Casa Da Misericórdia De São João Del Rei";"Ativa";207143,12;516283,33;726475,06;"99.58%"
"2020/02";"419338";"Santa Casa De Misericordia De Ponta Grossa";"Ativa";0,00;6991,92;6991,92;"100.00%"
"2020/02";"345091";"Santa Casa De Misericordia De Sao Joaquim Da Barra";"Ativa";316751,62;0,00;401127,02;"78.97%"
"2020/02";"353264";"Santa Casa De Misericordia De São José Do Rio Pardo - Hospital São Vicente";"Ativa";365633,97;0,00;370611,37;"98.66%"
"2020/02";"342807";"Santa Casa De Misericórdia De Juiz De Fora";"Ativa";432125,85;4183115,33;5861709,18;"78.74%"
"2020/02";"306045";"Santa Casa De Misericórdia De Tupã";"Ativa";55456,19;1528577,47;1608183,00;"98.50%"
"2020/02";"330116";"Santa Casa De Misericórdia De Votuporanga";"Ativa";334841,34;26460,00;364375,30;"99.16%"
"2020/02";"344915";"Santa Casa De Misericórdia E Asilo Dos Pobres De Batatais";"Ativa";42680,54;55994,02;117817,31;"83.75%"
"2020/02";"420085";"Santa Casa De Saúde - Scs";"Ativa";730060,88;0,00;730060,88;"100.00%"
"2020/02";"355097";"Santa Helena Assistência Médica S/A.";"Ativa";20047270,89;0,00;20099755,19;"99.74%"
"2020/02";"358509";"Santa Luzia Assistencia Medica S.A.";"Ativa";970515,49;63680,42;1077327,52;"96.00%"
"2020/02";"348180";"Santa Rita Saude S/A.";"Ativa";144091,83;679676,11;6085659,30;"13.54%"
"2020/02";"413194";"Santa Rita Sistema De Saude Ltda";"Ativa";2744,23;5404412,50;9141808,58;"59.15%"
"2020/02";"400190";"Santo André Planos De Assistencia Médica Ltda.";"Ativa";5853,30;6813632,16;11237522,05;"60.68%"
"2020/02";"381799";"Sao Paulo Transporte S.A.";"Ativa";526015,41;0,00;672330,07;"78.24%"
"2020/02";"410047";"Saude - Sistema Assistencial Unificado De Empresas - Sociedade Simples";"Ativa";1492860,48;4194333,08;6208020,08;"91.61%"
"2020/02";"418781";"Saude Casseb Assistencia Medica Ltda";"Ativa";0,00;0,00;272922,13;"0.00%"
"2020/02";"409243";"Saude Pas - Medicina E Odonto";"Ativa";575830,19;723639,20;1299469,39;"100.00%"
"2020/02";"414310";"Saúde Brb - Caixa De Assistência";"Ativa";360559,06;0,00;375744,00;"95.96%"
"2020/02";"414930";"Saúde Santa Tereza Ltda.";"Ativa";759070,60;778751,57;2570250,52;"59.83%"
"2020/02";"320111";"Saúde Sim Ltda";"Ativa";231173,04;2374017,11;3780359,61;"68.91%"
"2020/02";"412058";"Sbc Saúde Ltda.";"Ativa";3515205,28;0,00;3570141,81;"98.46%"
"2020/02";"407224";"Sepaco Saúde Ltda";"Ativa";552882,59;0,00;4780704,56;"11.56%"
"2020/02";"303739";"Sermed-Saúde Ltda.";"Ativa";429779,44;1455243,30;3126311,71;"60.30%"
