,carat,cut,color,clarity,depth,table,x,y,z,cut_mdl,color_mdl,clarity_mdl,price_predicted
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,3,6,1,13366.218234069398
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,3,1,1,5634.311456876984
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,1,3,1,947.8441624088234
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,3,1,1,5388.40495701718
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,1,1,1,7633.04424587799
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,2,6,1,1045.6492194972489
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,1,4,1,4337.6052500504675
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,4,2,1,5517.378868193494
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,3,3,1,12645.184398853471
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,2,5,1,947.8441624088234
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,4,4,1,970.6463167592547
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,3,2,1,5983.9478463310925
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,2,5,1,4876.423327659787
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,3,4,1,12994.820788307581
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,4,2,1,4451.784035467682
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,3,4,1,4715.968626360888
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,3,6,1,14267.875400222008
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,4,5,1,418.62554006075425
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,4,6,1,3063.389261539688
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,3,2,1,4180.633514025872
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,3,5,1,9327.984346718247
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,0,5,1,727.4936201657238
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,4,6,1,5604.423093424316
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,2,6,1,6783.467549559316
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,4,3,1,947.8441624088234
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,4,6,1,1751.8879289540737
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,2,5,1,8892.896158703232
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,1,3,1,947.8441624088234
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,1,5,1,3703.6156400653663
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,3,1,1,4732.654290724374
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,2,0,1,3456.1167135356436
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,3,6,1,10169.433735891962
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,4,5,1,11156.542700605474
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,2,5,1,8810.927325416633
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,0,2,1,3531.1196162736387
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,3,6,1,5333.2725719825075
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,3,2,1,4180.633514025872
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,4,5,1,947.8441624088234
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,3,1,1,5880.217956736787
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,4,5,1,3861.316538097991
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,2,2,1,1614.355660559233
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,4,1,1,4184.116479300174
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,3,0,1,3645.298401690855
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,3,5,1,4901.667349241797
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,3,1,1,12191.818119805055
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,3,0,1,7415.864732874498
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,3,2,1,14508.706508137591
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,3,2,1,5246.228346751684
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,4,1,1,947.8441624088234
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,3,5,1,2032.7581842107638
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,3,6,1,6726.742737854723
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,0,2,1,3613.0884495602395
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,4,6,1,3063.389261539688
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,2,5,1,4712.485661086585
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,2,1,1,947.8441624088234
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,4,5,1,2959.659371945382
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4,3,1,5293.233424641398
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,4,4,1,11052.812811011168
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,4,2,1,4533.752868754283
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,4,3,1,12998.303753581884
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,3,6,1,5251.303738695905
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,2,3,1,3357.462215885559
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,4,3,1,784.9475938783462
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,3,6,1,4841.459572262901
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,2,1,1,1264.7192711051239
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,4,2,1,5599.347701480095
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,4,4,1,1380.4904831922586
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4,5,1,4107.223037957795
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4,3,1,5129.295758068197
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,3,3,1,4530.269903479982
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,4,3,1,7588.360756666224
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,3,2,1,12459.485675972566
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,1,0,1,10398.223521314714
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,3,5,1,4573.792016095392
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,4,1,1,4184.116479300174
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,4,5,1,947.8441624088234
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2,2,1,1860.2621604190363
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,2,3,1,10898.594878252847
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,1,6,1,7495.9430275567165
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4,4,1,4905.150314516098
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,2,6,1,6537.561049699511
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,3,4,1,4715.968626360888
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,1,2,1,3884.2389710020516
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,3,2,1,13525.080508698378
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,2,6,1,5062.122050540694
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,3,5,1,885.1945181983501
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,4,3,1,2096.4489264639606
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,3,0,1,6596.176400008489
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,4,1,1,14266.28297355209
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,3,6,1,10005.49606931876
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,3,2,1,400.0
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,3,5,1,6868.919348120219
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3,4,1,4060.217960068082
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,4,2,1,6173.129534486302
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,3,6,1,5989.023238275314
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,2,5,1,12991.337823033282
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,3,2,1,6557.7296793373
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,1,6,1,4954.909195672087
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,3,5,1,4901.667349241797
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,3,2,1,12295.548009399365
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,3,5,1,5475.449182248004
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,3,4,1,5207.781626080495
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,2,2,1,3909.4829925840595
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,1,5,1,3703.6156400653663
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,3,2,1,11147.98434338695
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,2,0,1,3538.0855468222444
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,4,0,1,1293.4462579614365
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,1,6,1,2905.6883635070617
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,4,1,1,4511.991812446579
1679,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,3,2,1,7213.480345630106
1681,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3,1,1,3994.934791144965
1683,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,3,4,1,4797.937459647489
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,1,2,1,6015.428636453676
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,3,2,1,8197.106345069318
1704,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,2,3,1,4996.838881617578
1707,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,4,1,1,12299.030974673664
1711,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,4,3,1,621.0099273051446
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,4,5,1,4271.160704530997
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,2,5,1,13155.27548960648
1729,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,3,3,1,13218.966231859678
1738,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,2,3,1,4832.901215044377
1739,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,1,0,1,8267.03385586309
1742,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,2,3,1,6226.371380916592
1746,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,3,2,1,5738.041346471288
1750,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,4,5,1,582.5632066339558
1773,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,2,5,1,1187.8258297627453
1788,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,2,4,1,12723.67026686577
1798,1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,3,4,1,5453.688125940297
1800,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,4,5,1,947.8441624088234
1801,1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,2,3,1,5324.7142147639815
1804,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,3,4,1,5945.501125659902
1807,1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,2,6,1,9652.376714590348
1809,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,3,4,1,2174.9347944762594
1818,0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,0,6,1,2634.5378420652505
1819,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,4,6,1,1915.8255955272753
1823,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,1,5,1,5342.992305797386
1832,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,1,5,1,2638.0208073395534
1842,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,0,1,1,7361.893724436178
1845,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,2,2,1,4319.327159017065
1852,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,3,0,1,5612.550400569277
1869,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4,5,1,5336.755537256809
1877,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,1,2,1,3802.270137715451
1878,1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,0,1,1,3427.389726679333
1890,2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,3,4,1,13650.571454600391
1895,0.84,Very Good,D,SI2,63.6,57.0,5.95,6.0,3.8,2,6,1,3668.6518846684785
1908,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,2,1,1,7904.1947673198
1922,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,3,0,1,7661.771232734301
1924,0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,4,6,1,3227.3269281128914
1926,2.14,Premium,D,SI2,59.8,59.0,8.4,8.36,5.01,3,6,1,14513.781900081813
1944,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,4,5,1,5418.724370543409
1962,2.0,Ideal,H,SI2,59.7,57.0,8.29,8.22,4.93,4,2,1,12484.729697554576
1966,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,1,6,1,4954.909195672087
1968,0.51,Premium,G,SI2,62.5,56.0,5.12,5.09,3.19,3,3,1,400.0
1975,1.14,Ideal,J,SI2,61.5,57.0,6.73,6.77,4.15,4,0,1,4900.074922571876
1977,0.36,Ideal,F,SI2,61.2,56.0,4.61,4.64,2.83,4,4,1,947.8441624088234
1981,1.16,Ideal,E,SI2,61.9,55.0,6.71,6.77,4.17,4,5,1,6402.350369982621
1985,0.31,Good,D,SI2,63.6,54.0,4.31,4.34,2.75,1,6,1,947.8441624088234
1995,0.71,Ideal,F,SI2,62.1,56.0,5.75,5.7,3.56,4,4,1,2446.0853159180706
1998,2.17,Premium,G,SI2,62.2,62.0,8.32,8.24,5.15,3,3,1,13956.685731439087
1999,1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,3,5,1,5803.324515394407
2003,1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,3,2,1,5328.197180038284
2006,0.72,Premium,D,SI2,60.2,56.0,5.85,5.82,3.51,3,6,1,2874.2075733844777
2009,0.93,Good,D,SI2,64.5,58.0,6.11,6.14,3.95,1,6,1,4217.189696092678
2023,1.1,Premium,J,SI2,60.0,58.0,6.77,6.66,4.03,3,0,1,4383.017901270264
2029,1.55,Very Good,G,SI2,61.9,60.0,7.31,7.36,4.54,2,3,1,8685.43637951462
2035,0.5,Good,G,SI2,63.8,57.0,5.02,4.98,3.19,1,3,1,947.8441624088234
2036,1.5,Premium,I,SI2,62.5,61.0,7.29,7.24,4.54,3,1,1,7929.43878890181
2043,0.79,Very Good,D,SI2,62.8,59.0,5.86,5.9,3.69,2,6,1,3258.8077182354746
2058,0.71,Ideal,F,SI2,61.6,57.0,5.72,5.75,3.53,4,4,1,2446.0853159180706
2061,1.03,Good,J,SI2,64.1,62.0,6.37,6.33,4.07,1,0,1,3430.8726919536357
2062,1.5,Premium,I,SI2,59.5,62.0,7.46,7.39,4.42,3,1,1,7929.43878890181
2068,1.51,Ideal,E,SI2,62.5,57.0,7.29,7.34,4.57,4,5,1,9271.259535013654
2070,0.3,Premium,D,SI2,62.3,58.0,4.29,4.32,2.68,3,6,1,947.8441624088234
2076,1.01,Ideal,E,SI2,61.1,57.0,6.48,6.52,3.97,4,5,1,5172.817870683607
2084,0.51,Very Good,I,SI2,61.2,56.0,5.12,5.14,3.14,2,1,1,947.8441624088234
2086,0.78,Ideal,D,SI2,61.4,57.0,5.91,5.94,3.64,4,6,1,3555.2022612592946
2088,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,1,2,1,3392.425971282447
2093,1.23,Ideal,H,SI2,60.6,56.0,6.94,6.92,4.2,4,2,1,6173.129534486302
2096,1.5,Good,H,SI2,59.8,61.0,7.39,7.49,4.45,1,2,1,7818.7429687588965
2109,0.91,Premium,G,SI2,61.3,60.0,6.17,6.2,3.79,3,3,1,3628.612737327371
2111,1.0,Ideal,F,SI2,61.0,55.0,6.45,6.41,3.92,4,4,1,4823.181481229497
2123,1.51,Very Good,G,SI2,63.1,58.0,7.23,7.19,4.55,2,3,1,8357.561046368217
2130,0.96,Premium,H,SI2,59.4,56.0,6.47,6.42,3.83,3,2,1,3770.7893475928677
2137,1.23,Ideal,G,SI2,58.8,60.0,7.01,7.08,4.14,4,3,1,6440.797090653811
2151,0.3,Premium,G,SI2,62.5,59.0,4.31,4.27,2.68,3,3,1,947.8441624088234
2155,0.91,Very Good,E,SI2,60.5,59.0,6.26,6.34,3.81,2,5,1,3974.7661615071784
2156,1.64,Premium,J,SI2,63.0,58.0,7.54,7.49,4.74,3,0,1,8809.334898746714
2164,1.06,Good,F,SI2,62.2,61.0,6.47,6.53,4.04,1,4,1,4747.449416483473
2165,0.71,Very Good,D,SI2,61.8,63.0,5.73,5.67,3.52,2,6,1,2603.0570519426665
2170,0.91,Very Good,E,SI2,60.0,60.0,6.23,6.28,3.75,2,5,1,3974.7661615071784
2190,0.7,Premium,F,SI2,62.9,57.0,5.64,5.61,3.53,3,4,1,2174.9347944762594
2204,2.18,Very Good,G,SI2,63.1,58.0,8.29,8.23,5.21,2,3,1,13849.472876570482
2205,2.3,Ideal,G,SI2,61.6,57.0,8.47,8.41,5.2,4,3,1,15211.46225232011
2208,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,2,2,1,12434.24165439056
2210,0.51,Premium,H,SI2,60.0,62.0,5.18,5.15,3.1,3,2,1,400.0
2220,0.91,Premium,G,SI2,60.1,62.0,6.24,6.2,3.73,3,3,1,3628.612737327371
2221,0.72,Premium,H,SI2,61.8,56.0,5.79,5.73,3.56,3,2,1,1803.5373487144434
2222,0.52,Ideal,E,SI2,60.9,56.0,5.2,5.23,3.17,4,5,1,1156.3450396401613
2230,0.5,Good,E,SI2,63.2,61.0,5.02,5.05,3.18,1,5,1,424.86230860132855
2231,1.5,Premium,E,SI2,61.2,59.0,7.41,7.36,4.52,3,5,1,9000.109013571844
2233,0.52,Ideal,H,SI2,61.0,55.0,5.19,5.23,3.18,4,2,1,400.0
2248,2.5,Fair,G,SI2,67.0,57.0,8.36,8.29,5.58,0,3,1,16094.112165431288
2253,2.01,Premium,I,SI2,58.2,61.0,8.24,8.2,4.78,3,1,1,12109.849286518453
2256,0.35,Premium,D,SI2,62.3,58.0,4.54,4.48,2.81,3,6,1,947.8441624088234
2266,1.0,Very Good,D,SI2,60.5,60.0,6.41,6.44,3.89,2,6,1,4980.153217254095
2270,0.9,Premium,D,SI2,59.2,60.0,6.34,6.3,3.74,3,6,1,4349.646572543296
2273,0.91,Ideal,F,SI2,62.4,57.0,6.22,6.18,3.87,4,4,1,4085.46198165009
2286,0.78,Very Good,F,SI2,62.4,59.0,5.86,5.91,3.67,2,4,1,2641.503772613857
2287,0.9,Very Good,G,SI2,64.2,56.0,6.04,6.11,3.9,2,3,1,3357.462215885559
2292,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,4,4,1,947.8441624088234
2295,1.04,Good,D,SI2,57.6,63.0,6.67,6.7,3.85,1,6,1,5118.846862245288
2306,1.52,Very Good,F,SI2,63.1,60.0,7.25,7.21,4.56,2,4,1,8707.197435822323
2311,0.56,Very Good,H,SI2,62.0,63.0,5.26,5.21,3.27,2,2,1,400.0
2312,1.53,Premium,H,SI2,62.5,59.0,7.4,7.36,4.61,3,2,1,8443.012844929119
2315,0.7,Very Good,I,SI2,62.4,58.0,5.64,5.68,3.53,2,1,1,1182.750437818523
2323,0.3,Very Good,D,SI2,61.2,60.0,4.28,4.31,2.63,2,6,1,947.8441624088234
2338,1.27,Ideal,F,SI2,62.0,55.0,6.9,6.95,4.3,4,4,1,7036.339979967722
2344,1.2,Very Good,G,SI2,61.8,60.0,6.78,6.85,4.21,2,3,1,5816.527214483586
2347,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,3,6,1,13366.218234069398
2350,1.01,Very Good,H,SI2,63.4,55.0,6.35,6.29,4.01,2,2,1,3991.4518258706603
2358,0.7,Ideal,G,SI2,61.2,56.0,5.73,5.78,3.52,4,3,1,2096.4489264639606
2359,0.58,Very Good,E,SI2,59.0,62.0,5.46,5.49,3.23,2,5,1,1269.7946630493461
2367,0.91,Premium,D,SI2,61.0,61.0,6.24,6.16,3.78,3,6,1,4431.615405829897
2369,1.5,Good,D,SI2,60.2,65.0,7.37,7.34,4.43,1,6,1,8889.413193428933
2373,1.08,Good,E,SI2,63.7,57.0,6.54,6.49,4.15,1,5,1,5179.054639224184
2377,1.0,Fair,F,SI2,65.5,56.0,6.3,6.19,4.09,0,4,1,4066.4547286086554
2379,0.78,Premium,H,SI2,59.7,59.0,6.03,5.97,3.58,3,2,1,2295.35034843405
2383,0.34,Premium,E,SI2,62.4,59.0,4.46,4.42,2.77,3,5,1,947.8441624088234
2393,1.08,Premium,I,SI2,62.7,57.0,6.57,6.53,4.11,3,1,1,4486.7477908645715
2401,0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69,4,1,1,2298.8333137083528
2403,0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,4,6,1,2899.4515949664865
2412,1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,4,5,1,5090.849037397006
2415,1.0,Fair,F,SI2,65.5,54.0,6.2,6.16,4.05,0,4,1,4066.4547286086554
2420,1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,2,2,1,5220.984325169674
2438,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,4,5,1,6730.225703129024
2442,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,2,1,1,3313.940103270147
2445,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,4,6,1,1424.0125958076706
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,4,1,1,6069.399644891996
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,4,6,1,947.8441624088234
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,4,0,1,3916.448923132665
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,2,3,1,4259.1193820381695
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,4,5,1,400.0
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,0,2,1,15826.44460926378
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,4,1,1,8200.589310343621
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,1,6,1,4872.940362385484
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,0,3,1,7979.197670057795
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1,6,1,692.5298647688369
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,4,2,1,947.8441624088234
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,4,3,1,3735.82559219598
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4,4,1,4987.1191478026985
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4,2,1,4287.84636889448
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,4,3,1,5047.326924781596
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,4,4,1,3347.742482070681
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,4,5,1,3943.2853713845934
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,1,2,1,2900.6129715628404
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,4,2,1,8714.163366370929
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,2,2,1,12270.303987817359
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,3,1,1,15552.540284555696
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,1,5,1,2719.989640626155
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,3,4,1,5617.625792513499
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,0,5,1,4416.091118062765
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,3,3,1,4776.176403339786
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,2,3,1,12537.971543984866
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2,1,1,2822.1271035505424
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,3,1,1,13667.257118963873
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,4,1,1,14266.28297355209
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,2,2,1,4975.0778253098715
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,3,4,1,1519.1841281834522
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,0,6,1,3782.101508077664
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,0,5,1,4416.091118062765
